Sample	Sample	Run1	Issues	Requirement	Run2	Issues	Requirements	Run3	Issues	Requirements
x	2516408	mt99	HV3 polyC	PCR-bigdye 3F	20250624_mtDNA_99_4 mẫu	73-302 438-573 16024-16365_HV2F nhiễu sau polyC, HV3F nhiễu sau polyC	Trả KQ			
x	2516412	mt99	HV3 polyC (460 T>C)	PCR-bigdye 3F	20250624_mtDNA_99_4 mẫu	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2516925	mt99	HV3 AC repeat	PCR-bigdye 3F, 3R	20250624_mtDNA_99_4 mẫu	73-302 438-522 16024-16365_Nhiễu sau polyC ở HV2F và AC repeat ở HV3F	Trả KQ			
x	2516928	mt99	HV3 polyC (460 T>C)	PCR-bigdye 3F	20250624_mtDNA_99_4 mẫu	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2517068	mt101	2F nhiễu, 3R nhiễu, 1F ngắn	rePCR-bigdye 2F, 3R, 1F; PCR-bigdye 3F	20250624_mtDNA_101_4 mẫu	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2517080	mt101	HV3 AC repeat	PCR-bigdye 3F	20250624_mtDNA_101_4 mẫu	73-302 438-522 16024-16365_Nhiễu sau polyC ở HV2F và AC repeat ở HV3F	Trả KQ			
x	2517089	mt101	2F nhiễu	rePCR-bigdye 2F	20250624_mtDNA_101_4 mẫu	None	Trả KQ			
x	2517132	mt101	HV3 polyC	PCR-bigdye 3F	20250624_mtDNA_101_4 mẫu	73-302 438-573 16024-16365_HV2F nhiễu sau polyC, HV3F nhiễu sau polyC	Trả KQ			
x	2517872	mt105	HV3 polyC	PCR-bigdye 3F	20250707_mtDNA_105_2 mẫu	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2517874	mt105	HV3 polyC	PCR-bigdye 3F	20250707_mtDNA_105_2 mẫu	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2518604	mt107	HV3 polyC (460 T>C)	PCR-bigdye 3F	20250707_mtDNA_107_1 mẫu	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2519266	mt110	HV3 ngắn	PCR-bigdye 3F, 3R	20250707_mtDNA_110_1 mẫu	73-302 316-340 438-576 16024-16365_HV2F và HV3R nhiễu sau polyC, 310C	Trả KQ			
x	2519414	mt111	tín hiệu 1R không rõ ràng 16293A-C	rePCR --> PCR-BD 1R	20250707_mtDNA_111_1 mẫu	73-340 438-576 16024-16192 16290-16365_HV1R nhiễu sau polyC, 16293A-C, HV1F nhiễu sau polyC	Trả KQ			
x	2518787	mt109	2F dyeblob	rePCR-bigdye 2F	20250707_mtDNA_109_5 mẫu	None	Trả KQ			
x	2518819	mt109	16161.1C?	tạm giữ lại để phân tích tiếp --> tách lại	20250707_mtDNA_109_2518819	None	Trả KQ			
x	2518821	mt109	HV3 polyC (460 T>C)	PCR-bigdye 3F	20250707_mtDNA_109_5 mẫu	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2518869	mt109	HV3 polyC	PCR-bigdye 3F	20250707_mtDNA_109_5 mẫu	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2518807	mt109	HV3 polyC	PCR-bigdye 3F	20250707_mtDNA_109_5 mẫu	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2519484	mt112	1R peak chồng chéo	rePCR hoặc re-purify sản phẩm PCR -> PCR-BD 1R	20250707_mtDNA_112_2 mẫu	none	trả KQ			
x	2519487	mt112	HV3 polyC (460 T>C)	PCR-bigdye 3F	20250707_mtDNA_112_2 mẫu	none	trả KQ			
x	2519325	mt113	HV3 AC repeat	PCR-bigdye 3F	20250707_mtDNA_113_2 mẫu	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2520485	mt113	HV3 polyC	PCR-bigdye 3F	20250707_mtDNA_113_2 mẫu	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2520153	mt114	HV3 polyC	PCR-bigdye 3F	20250707_mtDNA_114_1 mẫu	73-302 438-573 16024-16365_HV2F nhiễu sau polyC, HV3F nhiễu sau polyC	Trả KQ			
x	2521596	mt116	HV3 polyC (460 T>C)	PCR-bigdye 3F	20250707_mtDNA_116_1 mẫu	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2521741	mt119	HV3 polyC (460 T>C)	PCR-bigdye 3F	20250707_mtDNA_119_1 mẫu	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2521488	mt118	HV3 polyC (460 T>C)	PCR-bigdye 3F	20250707_mtDNA_118_1 mẫu	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2521607	mt116		tạm giữ lại theo yêu cầu của lab	250716 (email thông báo xác minh)	đã xác minh	Trả KQ			
x	2521650	mt117	tín hiệu HV3 phức tạp	tạm giữ lại để phân tích tiếp --> tách lại	20250707_mtDNA_117_2521650	73-340 438-563 16024-16365	Trả KQ			
x	2519369	mt117	vtri 16099 chèn G chiều HV1R	rePCR -> rePCR-BD 1R	20250707_mtDNA_117_2 mẫu	None	Trả KQ			
x	2521808	mt120	vtri 333 chèn G chiều HV3R	rePCR -> rePCR-BD 3R	20250707_mtDNA_120_2 mẫu	None	Trả KQ			
x	2521851	mt120	HV3 AC repeat	PCR-bigdye 3F	20250707_mtDNA_120_2 mẫu	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2520094	mt126	HV3 polyC	PCR-bigdye 3F	20250707_mtDNA_126_4 mẫu	73-302 438-573 16024-16365_HV2F nhiễu sau polyC, HV3F nhiễu sau polyC	Trả KQ			
x	2520113	mt126	HV3 polyC (460 T>C)	PCR-bigdye 3F	20250707_mtDNA_126_4 mẫu	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2520074	mt126	3R ngắn	PCR-bigdye 3F, 3R	20250707_mtDNA_126_4 mẫu	None	Trả KQ			
x	2520062	mt126	1F ngắn	rePCR-BG 1F	20250707_mtDNA_126_4 mẫu	None	Trả KQ			
x	2522300	mt121	HV3 polyC (460 T>C)	PCR-bigdye 3F	20250707_mtDNA_121_1 mẫu	73-302 438-455 16024-16365	Trả KQ			
x	2522534	mt123	HV3 nhiễu	PCR-bigdye 3F, 3R	20250725_mtDNA_123_1 sample	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2522601	mt124	fail 4 chiều	chạy lại từ PCR hoặc tách lại	20250725_mtDNA_124_8 samples	none	Trả KQ			
x	2522610	mt124	HV3 polyC	PCR-bigdye 3F	20250725_mtDNA_124_8 samples	73-302 438-573 16024-16365_HV2F nhiễu sau polyC, HV3F nhiễu sau polyC	Trả KQ			
x	2522650	mt124	2F nền cao	rePCR-BD 2F	20250725_mtDNA_124_8 samples	nền vẫn như cũ	Trả KQ			
x	2522653	mt124	HV3 AC repeat	PCR-bigdye 3F	20250725_mtDNA_124_8 samples	none	Trả KQ			
x	2522618	mt124	HV3 polyC	PCR-bigdye 3F	20250725_mtDNA_124_8 samples	73-302 438-573 16024-16365_HV2F nhiễu sau polyC, HV3F nhiễu sau polyC	Trả KQ			
x	2522661	mt124	HV3 AC repeat	PCR-bigdye 3F	20250725_mtDNA_124_8 samples	none	Trả KQ			
x	2522669	mt124	HV3 AC repeat	PCR-bigdye 3F	20250725_mtDNA_124_8 samples	none	Trả KQ			
x	2522679	mt124	HV3 polyC	PCR-bigdye 3F	20250725_mtDNA_124_8 samples	73-302 438-573 16024-16365_HV2F nhiễu sau polyC, HV3F nhiễu sau polyC	Trả KQ			
x	2523222	mt129	HV3 polyC	PCR-bigdye 3F	20250725_mtDNA_129_2 samples	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2523244	mt129	1F nền cao	rePCR-BD 1F	20250725_mtDNA_129_2 samples	none	Trả KQ			
x	2522490	mt122	HV3 polyC	PCR-bigdye 3F	20250725_mtDNA_122_5 samples	73-302 438-573 16024-16365_HV2F nhiễu sau polyC, HV3F nhiễu sau polyC	Trả KQ			
x	2522357	mt122	HV3 AC repeat	PCR-bigdye 3F	20250725_mtDNA_122_5 samples	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2522500	mt122	1F dye blob	rePCR-BD 1F	20250725_mtDNA_122_5 samples	none	Trả KQ			
x	2522353	mt122	HV3 polyC (460 T>C)	PCR-bigdye 3F	20250725_mtDNA_122_5 samples	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2522493	mt122	HV3 AC repeat	PCR-bigdye 3F	20250725_mtDNA_122_5 samples	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2523349	mt130	HV3 polyC	PCR-bigdye 3F	20250725_mtDNA_130_2 samples	73-302 438-576 16024-16365_HV2F nhiễu sau polyC	Trả KQ			
x	2523281	mt130	HV3 polyC	PCR-bigdye 3F	20250725_mtDNA_130_2 samples	73-302 438-573 16024-16365_HV2F nhiễu sau polyC, HV3F nhiễu sau polyC	Trả KQ			
x	2523810	mt131	HV3 polyC	PCR-bigdye 3F	20250725_mtDNA_131_1 sample	73-340 438-573 16024-16365_HV3F nhiễu sau polyC	Trả KQ			
x	2523840	mt132	HV3 polyC, 2F dyeblob	PCR-bigdye 3F, 2F	20250725_mtDNA_132_5 samples	73-302 438-573 16024-16365_HV2F nhiễu sau polyC, HV3F nhiễu sau polyC	Trả KQ			
x	2523856	mt132	HV3 polyC	PCR-bigdye 3F	20250725_mtDNA_132_5 samples	73-302 438-573 16024-16365_HV2F nhiễu sau polyC, HV3F nhiễu sau polyC	Trả KQ			
x	2523900	mt132	2F dyeblob	PCR-bigdye 2F	20250725_mtDNA_132_5 samples	none	Trả KQ			
x	2523901	mt132	HV3 polyC	PCR-bigdye 3F	20250725_mtDNA_132_5 samples	73-302 438-573 16024-16365_HV2F nhiễu sau polyC, HV3F nhiễu sau polyC	Trả KQ			
x	2524068	mt132	HV3 AC repeat	PCR-bigdye 3F	20250725_mtDNA_132_5 samples	73-302 438-522 16024-1636: chưa thảo luận đc về extended UIPAC code với Tân nên chỉ report HVIII đến 522	Trả KQ			
x	2523862	mt132	2F nền cao	rePCR-BD 2F	20250725_mtDNA_132_5 samples	none	Trả KQ			
x	2522691	mt127	2F nền cao	rePCR-BD 2F	20250725_mtDNA_127_3 samples	2F nền cao	Trả KQ	20250725_mtDNA_127_3 mẫu_251208	none	Trả KQ
x	2522697	mt127	2F nền cao	rePCR-BD 2F	20250725_mtDNA_127_3 samples	2F nền cao	Trả KQ	20250725_mtDNA_127_3 mẫu_251208	none	Trả KQ
x	2522715	mt127	3R nền cao (AC repeat)	rePCR-BD 3F	20250725_mtDNA_127_3 samples	none	Trả KQ	20250725_mtDNA_127_3 mẫu_251208	none	Trả KQ
x	2523115	mt128	3R nền cao	rePCR-BD 3F	20250725_mtDNA_128_3 samples	none	Trả KQ			
x	2523143	mt128	HV3 polyC	PCR-bigdye 3F	20250725_mtDNA_128_3 samples	73-340 438-573 16024-16365_HV3F nhiễu sau polyC	Trả KQ			
x	2523154	mt128	HV3 polyC	PCR-bigdye 3F	20250725_mtDNA_128_3 samples	73-340 438-573 16024-16365_HV3F nhiễu sau polyC	Trả KQ			
x	2523975	mt133	3R nền cao (AC repeat)	PCR-BD 3F	20250725_mtDNA_133_2 samples	none	Trả KQ			
x	2523987	mt133	2F dyeblob	PCR-bigdye 2F	20250725_mtDNA_133_2 samples	none	Trả KQ			
x	2524610	mt134	1F dyeblob	rePCR-BD 1F	20250725_mtDNA_134_5 samples	none	Trả KQ			
x	2524727	mt134	1F nền cao	rePCR-BD 1F	20250725_mtDNA_134_5 samples	none	Trả KQ			
x	2524730	mt134	1F nền cao	rePCR-BD 1F	20250725_mtDNA_134_5 samples	none	Trả KQ			
x	2524734	mt134	1F nền cao	rePCR-BD 1F	20250725_mtDNA_134_5 samples	none	Trả KQ			
x	2524756	mt134	HV3 polyC	PCR-bigdye 3F	20250725_mtDNA_134_5 samples	73-340 438-573 16024-16365_HV3F nhiễu sau polyC	Trả KQ			
x	2524421	mt136	2F peak shoulder	rePCR-bigdye 2F	20250725_mtDNA_136_1 sample	none	Trả KQ			
x	2524504	mt137	3R nền cao (AC repeat)	PCR-BD 3F	20250725_mtDNA_137_3 samples	none	Trả KQ			
x	2524515	mt137	3R nền cao (AC repeat)	PCR-BD 3F	20250725_mtDNA_137_3 samples	none	Trả KQ			
x	2524582	mt137	2F nền cao	rePCR-BD 2F	20250725_mtDNA_137_3 samples	HV2F nền cao, vì TN họ hàng 2524574 có đủ hồ sơ nên trả KQ mẫu này luôn (partial mtdna profile)	Trả KQ			
x	2524790	mt138	HV3 polyC	PCR-bigdye 3F	20250725_mtDNA_138_4 mẫu	73-302 438-573 16024-16365	Trả KQ			
x	2524799	mt138	HV3 polyC	PCR-bigdye 3F	20250725_mtDNA_138_4 mẫu	73-302 438-573 16024-16365	Trả KQ			
x	2524809	mt138	HV3 polyC	PCR-bigdye 3F	20250725_mtDNA_138_4 mẫu	73-302 438-573 16024-16365	Trả KQ			
x	2524814	mt138	2F nhiễu	PCR-bigdye 2F	20250725_mtDNA_138_4 mẫu	none	Trả KQ			
x	2525269	mt140	3R nhiễu (AC repeat)	PCR-bigdye 3F, R389	20250725_mtDNA_140_1 sample	none	Trả KQ			
2525413	2525413	mt142	1R polyC (16293A-C)	PCR-BD F16190, R16258	20250725_mtDNA_142_3 samples	73-340 438-576 16024-16214 16244-16365	Trả KQ			
2525491	2525491	mt142	1R fail	rePCR-bigdye 1R	20250725_mtDNA_142_3 samples	none	Trả KQ			
2525485	2525485	mt142	3R nền cao	PCR-bigdye 3F, R389	20250725_mtDNA_142_3 samples	none	Trả KQ			
2525547	2525547	mt143	1R polyC (16293A-C)	PCR-BD F16190, R16258	20250725_mtDNA_143_2 samples	73-340 438-576 16024-16193 16244-16365	Trả KQ			
2525560	2525560	mt143	3R nhiễu (AC repeat)	PCR-bigdye 3F, R389	20250725_mtDNA_143_2 samples	none	Trả KQ			
x	2526700	mt146	3R nền cao (AC repeat)	PCR-bigdye 3F, R389	20250725_mtDNA_146_3 samples	none	Trả KQ			
x	2526686	mt146	3R poly C	PCR-bigdye 3F, R389	20250725_mtDNA_146_3 samples	73-340 438-573 16024-16365_HV3F nhiễu sau polyC	Trả KQ			
x	2526704	mt146	3R poly C	PCR-bigdye 3F, R389	20250725_mtDNA_146_3 samples	73-340 438-573 16024-16365_HV3F nhiễu sau polyC	Trả KQ			
x	2525900	mt144	3R nền cao (AC repeat)	PCR-bigdye 3F, R389	20250725_mtDNA_144_4 samples	none	Trả KQ			
x	2525876	mt144	3R nền cao (AC repeat)	PCR-bigdye 3F, R389	20250725_mtDNA_144_4 samples	none	Trả KQ			
x	2525907	mt144	3R poly C	PCR-bigdye 3F, R389	20250725_mtDNA_144_4 samples	73-340 438-573 16024-16365_HV3F nhiễu sau polyC	Trả KQ			
x	2525845	mt144	3R poly C	PCR-bigdye 3F, R389	20250725_mtDNA_144_4 samples	73-340 438-573 16024-16365_HV3F nhiễu sau polyC	Trả KQ			
x	2525993	mt145	1F fail	rePCR-bigdye 1F	20250725_mtDNA_145_1 sample	none	Trả KQ			
2531317	2531317	mt163	1R polyC (16293A-C)	PCR-BD F16190, R16258	20250725_mtDNA_163_3 samples	73-340 438-576 16024-16193 16244-16365	Trả KQ			
2531318	2531318	mt163	1R polyC (16293A-C)	PCR-BD F16190, R16258	20250725_mtDNA_163_3 samples	73-340 438-573 16024-16216 16236-16365	Trả KQ			
2531319	2531319	mt163	1R fail	rePCR-bigdye 1R	20250725_mtDNA_163_3 samples	73-340 438-573 16024-16193 16290-16365	Trả KQ	1R polyC (16293A-C)		PCR-BD F16190, R16258
x	2526776	mt147	3R nền cao (AC repeat)	PCR-bigdye 3F, R389	20250725_mtDNA_147_4 samples	none	Trả KQ			
x	2526723	mt147	3R nền cao (AC repeat)	PCR-bigdye 3F, R389	20250725_mtDNA_147_4 samples	none	Trả KQ			
2526753	2526753	mt147	tín hiệu HV3 phức tạp	tạm giữ lại để phân tích tiếp	20250725_mtDNA_147_4 samples	none				
2526742	2526742	mt147	tín hiệu HV3 phức tạp	tạm giữ lại để phân tích tiếp	20250725_mtDNA_147_4 samples	none				
x	2526874	mt148	3R nền cao (AC repeat)	PCR-bigdye 3F, R389	20250725_mtDNA_148_2 Sample	none	Trả KQ			
x	2526810	mt148	HV1R: 16194M? 16195Y?	tách lại --> PCR-bigdye HV1R	20250725_mtDNA_148_2 Sample	kết quả NGS cũng xác định 16194M 16195Y	Trả KQ			
x	2527316	mt149	2F nhiễu (nghi ngờ có đột biến lạ)	PCR-bigdye 2F và 1 mồi thay thế (ví dụ F15 hoặc F29 hoặc F34)	20250725_mtDNA_149_3 mẫu	IGV: 71del	Trả KQ			
x	2527367	mt149	3R poly C	PCR-bigdye 3F, R389	20250725_mtDNA_149_3 mẫu	73-340 438-573 16024-16365.	Trả KQ			
x	2527373	mt149	3R poly C	PCR-bigdye 3F, R389	20250725_mtDNA_149_3 mẫu	73-340 438-573 16024-16365.	Trả KQ			
x	2527733	mt150	3R nền cao	PCR-bigdye 3F, R389	20250725_mtDNA_150_2 samples	none	Trả KQ			
x	2527707	mt150	3R nền cao	PCR-bigdye 3F, R389	20250725_mtDNA_150_2 samples	none	Trả KQ			
x	2531432	mt164	3R poly C	PCR-bigdye 3F, R389	20250725_mtDNA_164_3 samples	none	Trả KQ			
x	2531418	mt164	3R nền cao (AC repeat)	PCR-bigdye 3F, R389	20250725_mtDNA_164_3 samples	none	Trả KQ			
x	2531400	mt164	3R nền cao (AC repeat)	PCR-bigdye 3F, R389	20250725_mtDNA_164_3 samples	none	Trả KQ			
x	2530866	mt165	3R nhiễu (AC repeat)	PCR-bigdye 3F, R389	20250725_mtDNA_165_4 samples	none	Trả KQ			
x	2531584	mt165	3R nhiễu (AC repeat)	PCR-bigdye 3F, R389	20250725_mtDNA_165_4 samples	none	Trả KQ			
x	2529865	mt165	3R poly C	PCR-bigdye 3F, R389	20250725_mtDNA_165_4 samples	none	Trả KQ			
x	2530835	mt165	3R poly C	PCR-bigdye 3F, R389	20250725_mtDNA_165_4 samples	đã so với 2530554 (mt170) và điều chỉnh KQ	Trả KQ			
x	2527139	mt151	3R poly C	PCR-bigdye 3F, R389	20250725_mtDNA_151_4 samples	73-340 438-573 16024-16365	Trả KQ			
x	2527141	mt151	1F ngắn + dyeblob, 1R polyC (16293A-C)	PCR-bigdye 1F, F16190	20250725_mtDNA_151_4 samples	none	Trả KQ			
x	2527171	mt151	3R poly C	PCR-bigdye 3F, R389	20250725_mtDNA_151_4 samples	73-340 438-573 16024-16365	Trả KQ			
x	2526805	mt151	HV1R: 16194M? 16195Y?	tách lại --> PCR-bigdye HV1R	20250725_mtDNA_151_4 samples	none	Trả KQ			
x	2534040	mt172	3R poly C	PCR-bigdye 3F, R389	20250725_mtDNA_172_4 samples	73-340 438-573 16024-16365_HV3F nhiễu sau polyC	Trả KQ			
x	2534106	mt172	3R nền cao trước AC repeat,	PCR-bigdye 3F	20250725_mtDNA_172_4 samples	none	Trả KQ			
x	2534109	mt172	3R nền cao trước AC repeat	PCR-bigdye 3F	20250725_mtDNA_172_4 samples	none	Trả KQ			
x	2534102	mt172	1F nền cao	PCR-bigdye 1F	20250725_mtDNA_172_4 samples	none	Trả KQ			
2527228	2527228	mt152	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_152_2 mẫu	73-340 438-573 16024-16365 HV3F nhiễu sau polyC				
2527232	2527232	mt152	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_152_2 mẫu	73-340 438-573 16024-16365 HV3F nhiễu sau polyC				
2527859	2527859	mt154	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_154_1 samples	none				
2527773	2527773	mt153	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_153_3 samples	73-340 438-573 16024-16365 HV3F nhiễu sau polyC				
2527804	2527804	mt153	3R nền cao	PCR-bigdye 3F, R389	20250814_mtDNA_153_3 samples	none				
2527786	2527786	mt153	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_153_3 samples	73-340 438-573 16024-16365 HV3F nhiễu sau polyC				
2528373	2528373	mt155	1R polyC (16293A-C)	PCR-BD F16190, R16258	20250814_mtDNA_155_2 samples	73-340 438-576 16024-16217 16236-16365				
2528355	2528355	mt155	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_155_2 samples	73-340 438-573 16024-16365				
2528377	2528377	mt156	1R polyC (16293A-C)	PCR-BD F16190, R16258	20250814_mtDNA_156_5 samples	73-340 438-576 16024-16217 16238-16365				
2528396	2528396	mt156	1R polyC (16293A-C)	PCR-BD F16190, R16258	20250814_mtDNA_156_5 samples	73-340 438-576 16024-16217 16236-16365				
2528414	2528414	mt156	3R poly C, 2F dyeblob	PCR-bigdye 3F, R389, rePCR-BD 2F	20250814_mtDNA_156_5 samples	73-340 438-573 16024-16365				
2528393	2528393	mt156	3R poly C (AC repeat)	PCR-bigdye 3F, R389	20250814_mtDNA_156_5 samples	none				
2528410	2528410	mt156	1F dyeblob	PCR-bigdye 1F, F16190	20250814_mtDNA_156_5 samples	none				
x	2528533	mt157	2F nhiễu (nghi ngờ có đột biến lạ)	PCR-bigdye 2F và 1 mồi thay thế (ví dụ F15 hoặc F29 hoặc F34)	20250814_mtDNA_157_3 mẫu	IGV: 71del	Trả KQ			
x	2528552	mt157	1R polyC (16293A-C)	PCR-BD F16190, R16258	20250814_mtDNA_157_3 mẫu	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
x	2528574	mt157	3R nền cao	PCR-bigdye 3F, R389	20250814_mtDNA_157_3 mẫu	none	Trả KQ			
2529115	2529115	mt158	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_158_2 samples	73-340 438-573 16024-16365 HV3F nhiễu sau polyC				
2528612	2528612	mt158	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_158_2 samples	73-340 438-573 16024-16365 HV3F nhiễu sau polyC				
2529180	2529180	mt159	2F fail	rePCR-bigdye 2F	20250814_mtDNA_159_1 sample	none				
2529232	2529232	mt160	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_160_4 samples	73-340 438-573 16024-16365 HV3F nhiễu sau polyC				
2529234	2529234	mt160	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_160_4 samples	73-340 438-573 16024-16365 HV3F nhiễu sau polyC				
2529446	2529446	mt160	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_160_4 samples	73-340 438-573 16024-16365 HV3F nhiễu sau polyC				
2529458	2529458	mt160	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_160_4 samples	73-340 438-573 16024-16365 HV3F nhiễu sau polyC				
x	2531054	mt174	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_174_5 mẫu	73-340 438-573 16024-16365	Trả KQ			
x	2531067	mt174	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_174_5 mẫu	73-340 438-573 16024-16365	Trả KQ			
x	2531074	mt174	2F failed	PCR-BD 2F	20250814_mtDNA_174_5 mẫu	none	Trả KQ			
x	2531025	mt174	2F ngắn	PCR-BD 2F	20250814_mtDNA_174_5 mẫu	none	Trả KQ			
x	2531076	mt174	3R nhiễu	PCR-BD 3R	20250814_mtDNA_174_5 mẫu	none	Trả KQ			
x	2529476	mt161	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_161_2 mẫu	73-340 438-573 16024-16365	Trả KQ			
x	2529475	mt161	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_161_2 mẫu	73-340 438-573 16024-16365	Trả KQ			
x	2530302	mt166	3R nền cao, 1F nền cao	PCR-bigdye 3F, PCR-bigdye 1F	20250814_mtDNA_166_4 mẫu	none	Trả KQ			
x	2529372	mt166	1F dyeblob	PCR-bigdye 1F	20250814_mtDNA_166_4 mẫu	none	Trả KQ			
x	2529330	mt166	3R nền cao	PCR-bigdye 3F, R389	20250814_mtDNA_166_4 mẫu	none	Trả KQ			
x	2529374	mt166	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_166_4 mẫu	73-340 438-573 16024-16365	Trả KQ			
x	2530275	mt162	2F nền cao	rePCR-bigdye 2F	20250814_mtDNA_162_1 sample	none	Trả KQ			
x	2529406	mt167	3R poly C (460T-C)	PCR-bigdye 3F, R389	20250814_mtDNA_167_1 sample	khớp hồ sơ 2529313 (mt162)	Trả KQ			
2530979	2530979	mt168	1F nền cao	rePCR-bigdye 1F	20250814_mtDNA_168_1 sample	none				
x	2532349	mt177	3R poly C (AC repeat)	PCR-bigdye 3F, R389	20250814_mtDNA_177_4 sample	none	Trả KQ			
x	2532305	mt177	3R ngắn	PCR-bigdye 3F, R389	20250814_mtDNA_177_4 sample	none	Trả KQ			
x	2532310	mt177	3R nền cao	PCR-bigdye 3F, R389	20250814_mtDNA_177_4 sample	none	Trả KQ			
x	2532335	mt177	3R ngắn	PCR-bigdye 3F, R389	20250814_mtDNA_177_4 sample	none	Trả KQ			
x	2530384	mt169	3R poly C (AC repeat)	PCR-bigdye 3F, R389	20250814_mtDNA_169_2_sample	73-340 438-573 16024-16365 HV3F nhiễu sau polyC	Trả KQ			
x	2530452	mt169	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_169_2_sample	none	Trả KQ			
2535116	2535116	mt190	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_190_1 sample	73-340 438-573 16024-16365 HV3F nhiễu sau polyC				
x	2530497	mt170	3R poly C (AC repeat), 1F nền cao	PCR-bigdye 3F, R389, 1F	20250814_mtDNA_170_11 samples	none	Trả KQ			
x	2530554	mt170	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_170_11 samples	73-340 438-573 16024-16365	Trả KQ			
x	2530563	mt170	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_170_11 samples	none	Trả KQ			
x	2531357	mt170	3R poly C (AC repeat)	PCR-bigdye 3F, R389	20250814_mtDNA_170_11 samples	none	Trả KQ			
x	2530483	mt170	3R, 1F nền cao	PCR-bigdye 3F, 1F	20250814_mtDNA_170_11 samples	none	Trả KQ			
x	2530485	mt170	3R, 1F nền cao	PCR-bigdye 3F, 1F	20250814_mtDNA_170_11 samples	none	Trả KQ			
x	2530488	mt170	1F nền cao	PCR-bigdye 1F	20250814_mtDNA_170_11 samples	none	Trả KQ			
x	2530495	mt170	1F nền cao	PCR-bigdye 1F	20250814_mtDNA_170_11 samples	none	Trả KQ			
x	2530496	mt170	3R, 1F nền cao	PCR-bigdye 3F, 1F	20250814_mtDNA_170_11 samples	none	Trả KQ			
x	2530504	mt170	3R, 1F nền cao	PCR-bigdye 3F, 1F	20250814_mtDNA_170_11 samples	none	Trả KQ			
x	2530561	mt170	3R nền cao (AC repeat)	PCR-bigdye 3F, R389	20250814_mtDNA_170_11 samples	none	Trả KQ			
2531255	2531255	mt175	3R polyC	PCR-bigdye 3F, R389	20250814_mtDNA_175_1 sample	none				
x	2532491	mt179	1F nền cao	PCR-bigdye 1F	20250814_mtDNA_179_5 mẫu	none	Trả KQ			
x	2532492	mt179	3R polyC, 1F nền cao	PCR-bigdye 3F, R389; PCR-bigdye 1F	20250814_mtDNA_179_5 mẫu	none	Trả KQ			
x	2532507	mt179	1F nền cao	PCR-bigdye 1F	20250814_mtDNA_179_5 mẫu	none	Trả KQ			
x	2532480	mt179	3R polyC	PCR-bigdye 3F, R389	20250814_mtDNA_179_5 mẫu	none	Trả KQ			
