Sample	Sample	Run1	Issues	Requirement	Run2	Issues	Requirements	Run3	Issues	Requirements
x	2532513	mt179	3R nền cao (AC repeat)	PCR-bigdye 3F, R389	20250814_mtDNA_179_5 mẫu	none	Trả KQ			
x	2531533	mt171	3R nền cao (AC repeat)	PCR-bigdye 3F, R389	20250814_mtDNA_171_7 sample	none	Trả KQ			
x	2531554	mt171	3R poly C (AC repeat)	PCR-bigdye 3F, R389	20250814_mtDNA_171_7 sample	none	Trả KQ			
x	2531571	mt171	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_171_7 sample	73-340 438-573 16024-16365	Trả KQ			
x	2531573	mt171	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_171_7 sample	73-340 438-573 16024-16365	Trả KQ			
x	2531574	mt171	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_171_7 sample	73-340 438-573 16024-16365	Trả KQ			
x	2531577	mt171	3R poly C (AC repeat)	PCR-bigdye 3F, R389	20250814_mtDNA_171_7 sample	none	Trả KQ			
x	2531579	mt171	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_171_7 sample	73-340 438-573 16024-16365	Trả KQ			
x	2532257	mt176	3R nền cao (AC repeat)	PCR-bigdye 3F, R389	20250814_mtDNA_176_1 sample	none	Trả KQ			
x	2532513	mt179	3R nền cao (AC repeat)	PCR-bigdye 3F, R389	20250814_mtDNA_179_5 mẫu	none	Trả KQ			
x	2530938	mt173	3R poly C	PCR-bigdye 3F, R389	20250814_mtDNA_173_2 mẫu	73-340 438-573 16024-16365	Trả KQ			
x	2530896	mt173	HV1R: 16194M? 16195Y?	tách lại --> PCR-bigdye HV1R	20250814_mtDNA_173_2 mẫu	none	Trả KQ			
x	2532588	mt180	3R poly C	PCR-bigdye 3F, R389	20250917_mtDNA_180_3 samples	none	Trả KQ			
x	2532589	mt180	3R nền cao	PCR-bigdye 3F, R389	20250917_mtDNA_180_3 samples	none	Trả KQ			
x	2532612	mt180	3R polyAC (AC repeat)	PCR-bigdye 3F, R389	20250917_mtDNA_180_3 samples	none	Trả KQ			
x	2532412	mt178	3R nền cao (AC repeat)	PCR-bigdye 3F, R389	20250917_mtDNA_178_1 sample	none	Trả KQ			
x	2532661	mt181	3R polyC	PCR-bigdye 3F, R389	20250917_mtDNA_181_1 sample	73-340 438-573 16024-16365	Trả KQ			
x	2533408	mt182	3R polyAC (AC repeat)	PCR-bigdye 3F, R389	20250917_mtDNA_182_1 sample	none	Trả KQ			
x	2533472	mt183	3R ngắn	PCR-bigdye 3F, R389	20250917_mtDNA_183_2 samples	none	Trả KQ			
x	2533476	mt183	3R polyAC (AC repeat)	PCR-bigdye 3F, R389	20250917_mtDNA_183_2 samples	none	Trả KQ			
x	2533670	mt185	3R polyC	PCR-bigdye 3F, R389	20250917_mtDNA_185_2 samples	73-340 438-573 16024-16365	Trả KQ			
x	2533665	mt185	3R polyC	PCR-bigdye 3F, R389	20250917_mtDNA_185_2 samples	73-340 438-573 16024-16365	Trả KQ			
x	2533551	mt184	3R nền cao	PCR-bigdye 3F, R389	20250917_mtDNA_184_2 samples	none	Trả KQ			
x	2533596	mt184	3R polyC	PCR-bigdye 3F, R389	20250917_mtDNA_184_2 samples	73-340 438-573 16024-16365	Trả KQ			
2536711	2536711	mt206	1F dyeblob	PCR-BD 1F	20250917_mtDNA_206_4 samples	none				
2536789	2536789	mt206	1R polyC (16293A-C)	PCR-BD F16190, R16258	20250917_mtDNA_206_4 samples	73-340 438-576 16024-16219 16232-16365				
2536754	2536754	mt206	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_206_4 samples	73-340 438-573 16024-16365				
2536795	2536795	mt206	nhiều vị trí mixed	tách lại --> PCR-BD 1F/R	20250917_mtDNA_206_4 samples	16189T_HV1R, 16189C_HV1F ???				
2534144	2534144	mt188	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_188_1 sample	73-340 438-573 16024-16365				
2534211	2534211	mt189	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_189_5 samples	73-340 438-573 16024-16365				
2534276	2534276	mt189	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_189_5 samples	73-340 438-573 16024-16365				
2534278	2534278	mt189	nhiều vị trí mixed	tách lại --> PCR-BD 1F/R	20250917_mtDNA_189_5 samples	none				
2534274	2534274	mt189	nhiều vị trí mixed	tách lại --> PCR-BD 1F/R	20250917_mtDNA_189_5 samples	none				
2534194	2534194	mt189	3R peak shoulder	PCR-BD 3F, R389	20250917_mtDNA_189_5 samples	none				
x	2533748	mt186	3R ngắn	PCR-BD 3F, R389	20250917_mtDNA_186_3 samples	none	Trả KQ			
x	2533756	mt186	3R ngắn	PCR-BD 3F, R389	20250917_mtDNA_186_3 samples	none	Trả KQ			
x	2533773	mt186	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_186_3 samples	73-340 438-573 16024-16365	Trả KQ			
x	2534427	mt191	3R dyeblob	PCR-BD 3R, R389	20250917_mtDNA_191_3 samples	None	Trả KQ			
x	2534295	mt191	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_191_3 samples	none	Trả KQ			
x	2534361	mt191	3R polyC + ngắn	PCR-BD 3F, R389	20250917_mtDNA_191_3 samples	none	Trả KQ			
2533926	2533926	mt187	1F nền cao	PCR-BD 1F	20250917_mtDNA_187_2 sample	none				
2533930	2533930	mt187	2F nhiễu + dyeblob	PCR-BD 2F	20250917_mtDNA_187_2 sample	none				
2537736	2537736	mt207	2F fail	PCR-BD 2F	20250917_mtDNA_207_4 samples	none				
2537688	2537688	mt207	3R nền cao	PCR-BD 3F, R389	20250917_mtDNA_207_4 samples	none				
2537685	2537685	mt207	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_207_4 samples	73-340 438-573 16024-16365				
2537683	2537683	mt207	nhiều vị trí mixed	tách lại	20250917_mtDNA_207_4 samples	none		189R 204Y 16183M 16269R	Nhiễm mẫu	
x	2539684	mt209	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_209_2 samples	73-340 438-573 16024-16365	Trả KQ			
x	2539707	mt209	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_209_2 samples	73-340 438-573 16024-16365	Trả KQ			
x	2538815	mt208	3R nền cao (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_208_1 sample	none	Trả KQ			
x	2537072	mt210	3R ngắn	PCR-BD 3F, R389	20250917_mtDNA_210_2 samples	none	Trả KQ			
x	2537084	mt210	3R polyC	PCR-BD 3F	20250917_mtDNA_210_2 samples	none	Trả KQ			
x	2534469	mt192	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251205_mtDNA_192_3 mẫu	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
x	2534472	mt192	2F nhiễu (nghi ngờ có đột biến lạ), 3R polyC	PCR-BD 3F, R389; PCR-bigdye 2F và 1 mồi thay thế (ví dụ F15 hoặc F29 hoặc F34)	20251205_mtDNA_192_3 mẫu	73-340 438-573 16024-16365	Trả KQ			
x	2534542	mt192	3R nền cao, 1F nền cao	PCR-BD 3F, 1F	20251205_mtDNA_192_3 mẫu	none	Trả KQ			
2537031	2537031	mt211	3R ngắn	PCR-BD 3F, R389	20250917_mtDNA_211_3 samples	none				
2536991	2536991	mt211	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_211_3 samples	none				
2537029	2537029	mt211	HV3 polyC (460 T>C)	PCR-BD 3F	20250917_mtDNA_211_3 samples	none				
2536912	2536912	mt212	1F ngắn	PCR-BD 1F	20250917_mtDNA_212_3 samples	none				
2536922	2536922	mt212	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_212_3 samples	73-340 438-573 16024-16365				
2536926	2536926	mt212	3R polyC (460T-C)	PCR-BD 3F, R389	20250917_mtDNA_212_3 samples	none				
2537176	2537176	mt213	3R polyC (460T-C) + ngắn	PCR-BD 3F, R389	20250917_mtDNA_213_3 samples	Sai danh pháp 248del				
2537175	2537175	mt213	3R poly C (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_213_3 samples	none				
2537207	2537207	mt213	3R fail	PCR-BD 3F, R389	20250917_mtDNA_213_3 samples	none				
x	2540723	mt214	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_214_5 samples	73-340 438-573 16024-16365	Trả KQ			
x	2540727	mt214	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_214_5 samples	73-340 438-573 16024-16365	Trả KQ			
x	2540719	mt214	3R poly C (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_214_5 samples	none	Trả KQ			
x	2540730	mt214	3R nền cao	PCR-BD 3F, R389	20250917_mtDNA_214_5 samples	none	Trả KQ			
x	2540739	mt214	3R nền cao	PCR-BD 3F, R389	20250917_mtDNA_214_5 samples	none	Trả KQ			
x	2534822	mt195	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_195_2 mẫu	73-340 438-573 16024-16365	Trả KQ			
x	2534825	mt195	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_195_2 mẫu	73-340 438-573 16024-16365	Trả KQ			
2534669	2534669	mt194	1F ngắn	PCR-BD 1F	20250917_mtDNA_194_1 sample	none				
x	2534881	mt196	3R nền cao	PCR-BD 3F, R389	20250917_mtDNA_196_5 samples	none	Trả KQ			
x	2534899	mt196	2F dyeblob	PCR-BD 2F	20250917_mtDNA_196_5 samples	none	Trả KQ			
x	2534916	mt196	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_196_5 samples	73-340 438-573 16024-16365	Trả KQ			
x	2534858	mt196	2F tín hiệu yếu	PCR-BD 2F	20250917_mtDNA_196_5 samples	none	Trả KQ			
x	2534862	mt196	3R nền cao	PCR-BD 3F, R389	20250917_mtDNA_196_5 samples	none	Trả KQ			
2535032	2535032	mt198	3R poly C (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_198_4 samples	none				
2535113	2535113	mt198	1R polyC (16293A-C)	PCR-BD F16190, R16258	20250917_mtDNA_198_4 samples	none				
2535109	2535109	mt198	252Y?, 3R polyC	PCR-BD 3F, R389, 2F	20250917_mtDNA_198_4 samples	73-340 438-573 16024-16365				
2535053	2535053	mt198	1F nhiễu	PCR-BD 1F	20250917_mtDNA_198_4 samples	73-340 438-576 16024-16217 16243-16365				
2534947	2534947	mt197	3R nền cao, 1F nhiễu + ngắn	PCR-BD 3F, R389; PCR-BD 1F	20250917_mtDNA_197_8 samples	none				
2534994	2534994	mt197	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_197_8 samples	73-340 438-573 16024-16365				
2535018	2535018	mt197	3R + 1F nền cao	PCR-BD 3F, R389; PCR-BD 1F	20250917_mtDNA_197_8 samples	none				
2534943	2534943	mt197	1F nền cao	PCR-BD 1F	20250917_mtDNA_197_8 samples	none				
2534946	2534946	mt197	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_197_8 samples	73-340 438-573 16024-16365				
2534960	2534960	mt197	3R fail	PCR-BD 3F, R389	20250917_mtDNA_197_8 samples	none				
2534996	2534996	mt197	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_197_8 samples	none				
2535020	2535020	mt197	3R + 1F nền cao	PCR-BD 3F, R389; PCR-BD 1F	20250917_mtDNA_197_8 samples	none				
x	2543528	mt227	3R nền cao (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_227_2 samples	none	Trả KQ			
x	2543544	mt227	3R nền cao (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_227_2 samples	none	Trả KQ			
x	2535290	mt199	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_199_2 samples	73-340 438-573 16024-16365	Trả KQ			
x	2535257	mt199	3R nền cao	PCR-BD 3R	20250917_mtDNA_199_2 samples	none	Trả KQ			
x	2535362	mt200	3R poly C	PCR-BD 3F, R389	20250917_mtDNA_200_2 samples	73-340 438-573 16024-16365	Trả KQ			
x	2535420	mt200	3R poly C	PCR-BD 3F, R389	20250917_mtDNA_200_2 samples	73-340 438-573 16024-16365	Trả KQ			
2542942	2542942	mt215	1F dyeblob + nền cao	PCR-BD 1F	20250917_mtDNA_215_5 samples	none				
2542955	2542955	mt215	2F ngắn	PCR-BD 2F	20250917_mtDNA_215_5 samples	none				
2542972	2542972	mt215	2F ngắn	PCR-BD 2F	20250917_mtDNA_215_5 samples	none				
2542985	2542985	mt215	3R nền cao (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_215_5 samples	none				
2543019	2543019	mt215	3R nền cao (AC repeat)	PCR-BD 3F	20250917_mtDNA_215_5 samples	none				
2535532	2535532	mt202	3R polyC	PCR-BD 3F	20250917_mtDNA_202_9 samples	73-340 438-573 16024-16365				
2535535	2535535	mt202	3R polyC	PCR-BD 3F	20250917_mtDNA_202_9 samples	73-340 438-573 16024-16365				
2535539	2535539	mt202	3R polyC	PCR-BD 3F	20250917_mtDNA_202_9 samples	73-340 438-573 16024-16365				
2535545	2535545	mt202	2F dyeblob	PCR-BD 2F	20250917_mtDNA_202_9 samples	none				
2535552	2535552	mt202	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_202_9 samples	73-340 438-573 16024-16365				
2535558	2535558	mt202	3R poly C	PCR-BD 3F, R389	20250917_mtDNA_202_9 samples	73-340 438-573 16024-16365				
2535563	2535563	mt202	3R polyC	PCR-BD 3F	20250917_mtDNA_202_9 samples	73-340 438-573 16024-16365				
2535583	2535583	mt202	2F ngắn	PCR-BD 2F	20250917_mtDNA_202_9 samples	none				
2535603	2535603	mt202	3R polyC	PCR-BD 3F	20250917_mtDNA_202_9 samples	73-340 438-573 16024-16365				
2535483	2535483	mt201	1F ngắn + dyeblob	PCR-BD 1F	20250917_mtDNA_201_4 samples	none				
2535484	2535484	mt201	1F ngắn	PCR-BD 1F	20250917_mtDNA_201_4 samples	none				
2535485	2535485	mt201	1F ngắn	PCR-BD 1F	20250917_mtDNA_201_4 samples	none				
2535486	2535486	mt201	2F dyeblob	PCR-BD 2F	20250917_mtDNA_201_4 samples	none				
2535654	2535654	mt203	2F tín hiệu yếu, 3R polyC	PCR-BD 3F, R389	20250917_mtDNA_203_5 samples	73-340 438-573 16024-16365				
2535658	2535658	mt203	3R poly C, 1F nền cao	PCR-BD 3F, R389; PCR-BD 1F	20250917_mtDNA_203_5 samples	73-340 438-573 16024-16365				
2535660	2535660	mt203	3R poly C	PCR-BD 3F, R389	20250917_mtDNA_203_5 samples	73-340 438-573 16024-16365				
2535685	2535685	mt203	3R dyeblob	PCR-BD 3R	20250917_mtDNA_203_5 samples	none				
2535663	2535663	mt203	3R poly C	PCR-BD 3F, R389	20250917_mtDNA_203_5 samples	73-340 438-573 16024-16365				
2535716	2535716	mt204	3R ngắn	PCR-BD 3F, R389	20250917_mtDNA_204_5 samples	none				
2535724	2535724	mt204	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_204_5 samples	73-340 438-573 16024-16365				
2535762	2535762	mt204	3R nền cao	PCR-BD 3F, R389	20250917_mtDNA_204_5 samples	73-340 438-573 16024-16365				
2535768	2535768	mt204	1R polyC (16293A-C)	PCR-BD F16190, R16258	20250917_mtDNA_204_5 samples	73-340 438-576 16024-16218 16235-16365				
2535777	2535777	mt204	1R polyC (16293A-C)	PCR-BD F16190, R16258	20250917_mtDNA_204_5 samples	73-340 438-576 16024-16219 16236-16365				
2536086	2536086	mt218	3R polyC (460T-C)	PCR-BD 3F, R389	20250917_mtDNA_218_8 samples	456Y, 463.1c ???				
2536110	2536110	mt218	1F fail	PCR-BD 1F	20250917_mtDNA_218_8 samples	none				
2536113	2536113	mt218	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_218_8 samples	73-340 438-573 16024-16365				
2536129	2536129	mt218	1F peak thấp (16024-16032)	PCR-BD 1F	20250917_mtDNA_218_8 samples	none				
2536135	2536135	mt218	1F peak thấp (16024-16042)	PCR-BD 1F	20250917_mtDNA_218_8 samples	none				
2536136	2536136	mt218	1F peak thấp (16024-16042)	PCR-BD 1F	20250917_mtDNA_218_8 samples	none				
2536144	2536144	mt218	1F peak thấp (16024-16042)	PCR-BD 1F	20250917_mtDNA_218_8 samples	none				
2536103	2536103	mt218	3R nền cao	PCR-BD 3F, R389	20250917_mtDNA_218_8 samples	none				
2536223	2536223	mt219	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_219_3 samples	73-340 438-573 16024-16365				
2536188	2536188	mt219	3R polyAC (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_219_3 samples	none				
2536242	2536242	mt219	3R polyC (460T-C)	PCR-BD 3F, R389	20250917_mtDNA_219_3 samples	none				
x	2535872	mt216	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_216_6 samples	none	Trả KQ			
x	2535873	mt216	3R polyAC (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_216_6 samples	none	Trả KQ			
x	2535788	mt216	2F dyeblob	PCR-BD 2F	20250917_mtDNA_216_6 samples	none	Trả KQ			
x	2535806	mt216	3R nền cao	PCR-BD 3F, R389	20250917_mtDNA_216_6 samples	none	Trả KQ			
x	2535844	mt216	3R nền cao (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_216_6 samples	none	Trả KQ			
x	2535854	mt216	3R nền cao (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_216_6 samples	none	Trả KQ			
2536306	2536306	mt220	3R polyC (460T-C)	PCR-BD 3F, R389	20250917_mtDNA_220_7 samples	none				
2536308	2536308	mt220	3R polyC (460T-C)	PCR-BD 3F, R389	20250917_mtDNA_220_7 samples	455.1Y 455.1c 455.3c ???				
2536309	2536309	mt220	3R polyC (460T-C)	PCR-BD 3F, R389	20250917_mtDNA_220_7 samples	455.1Y 455.1c 455.3c ???				
2536245	2536245	mt220	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_220_7 samples	73-340 438-573 16024-16365				
2536327	2536327	mt220	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_220_7 samples	73-340 438-573 16024-16365				
2536294	2536294	mt220	3R nền cao (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_220_7 samples	none				
2536315	2536315	mt220	3R nền cao (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_220_7 samples	none				
x	2536000	mt217	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251025_mtDNA_217_1 sample	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
x	2535930	mt205	3R fail	PCR-BD 3F, R389	20250917_mtDNA_205_1 sample	none	Trả KQ			
2536346	2536346	mt221	2F fail, 3R polyC	PCR-BD 2F, 3F, R389	20250917_mtDNA_221_7 samples	73-340 438-573 16024-16365				
2536357	2536357	mt221	3R nền cao (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_221_7 samples	none				
2536371	2536371	mt221	3R nền cao (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_221_7 samples	none				
2536381	2536381	mt221	3R nền cao (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_221_7 samples	none				
2536383	2536383	mt221	1F ngắn	PCR-BD 1F	20250917_mtDNA_221_7 samples	none				
2536412	2536412	mt221	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_221_7 samples	73-340 438-573 16024-16365				
2536380	2536380	mt221	3R nền cao (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_221_7 samples	none				
x	2536542	mt223	3R polyC	PCR-BD 3F	20250917_mtDNA_223_10 samples	73-340 438-573 16024-16365	Trả KQ			
x	2536556	mt223	3R polyC	PCR-BD 3F	20250917_mtDNA_223_10 samples	73-340 438-573 16024-16365	Trả KQ			
x	2536571	mt223	3R polyC	PCR-BD 3F	20250917_mtDNA_223_10 samples	73-340 438-573 16024-16365	Trả KQ			
x	2536572	mt223	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_223_10 samples	73-340 438-573 16024-16365	Trả KQ			
x	2536577	mt223	3R nền cao (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_223_10 samples	none	Trả KQ			
x	2536579	mt223	3R ngắn	R389	20250917_mtDNA_223_10 samples	none	Trả KQ			
x	2536588	mt223	3R nền cao (AC repeat)	PCR-BD 3F, R389	20250917_mtDNA_223_10 samples	none	Trả KQ			
x	2536595	mt223	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_223_10 samples	73-340 438-573 16024-16365	Trả KQ			
x	2536596	mt223	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_223_10 samples	none	Trả KQ			
x	2536613	mt223	3R polyC	PCR-BD 3F, R389	20250917_mtDNA_223_10 samples	73-340 438-573 16024-16365	Trả KQ			
x	2536522	mt222	3R ngắn	PCR-BD 3F	20250917_mtDNA_222_1 sample	none	Trả KQ			
x	2534558	mt193	3R ngắn	PCR-BD 3F, R389	20250917_mtDNA_193_4 samples	none	Trả KQ			
x	2534572	mt193	1R nền cao (16293A-C)	PCR-BD F16190	20250917_mtDNA_193_4 samples	none	Trả KQ			
x	2534614	mt193	3R peak shoulder	PCR-BD 3F, R389	20250917_mtDNA_193_4 samples	none	Trả KQ			
x	2534579	mt193	1R nền cao (16293A-C)	PCR-BD F16190	20250917_mtDNA_193_4 samples	none	Trả KQ			
2543628	2543628	mt228	3R polyC	PCR-BD 3F	20251025_mtDNA_228_2 samples	73-340 438-573 16024-16365				
2543668	2543668	mt228	1F nền cao	PCR-BD 1F	20251025_mtDNA_228_2 samples	none				
x	2536636	mt224	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_224_1 sample	73-340 438-573 16024-16365	Trả KQ			
x	2537326	mt226	3R fail	PCR-BD 3F, R389	20251025_mtDNA_226_1 sample	none	Trả KQ			
x	2537444	mt230	2F nền cao, 1F nhiễu, 1R nền cao + dyeblob	PCR-BD 2F, 1F, 1R	20251025_mtDNA_230_6 samples	none	Trả KQ			
x	2537451	mt230	3R polyAC (AC repeat)	PCR-BD 3F, R389	20251025_mtDNA_230_6 samples	73-340 438-522 16024-16365	Trả KQ			
x	2537453	mt230	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_230_6 samples	73-340 438-573 16024-16365	Trả KQ			
x	2537497	mt230	3R polyAC (AC repeat)	PCR-BD 3F, R389	20251025_mtDNA_230_6 samples	none	Trả KQ			
x	2537513	mt230	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_230_6 samples	73-340 438-573 16024-16365	Trả KQ			
x	2537529	mt230	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_230_6 samples	73-340 438-573 16024-16365	Trả KQ			
x	2537620	mt231	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_231_2 samples	73-340 438-573 16024-16365	Trả KQ			
x	2537577	mt231	3R polyAC (AC repeat)	PCR-BD 3F, R389	20251025_mtDNA_231_2 samples	none	Trả KQ			
x	2536805	mt225	1F dyeblob, 1R tín hiệu yếu + dyeblob	PCR-BD 1F, 1R	20251025_mtDNA_225_8 samples	none	Trả KQ			
x	2536817	mt225	1F dyeblob, 1R tín hiệu yếu	PCR-BD 1F, 1R	20251025_mtDNA_225_8 samples	none	Trả KQ			
x	2536818	mt225	3R dyeblob, 1R tín hiệu yếu	PCR-BD 3F, 1R, R389	20251025_mtDNA_225_8 samples	none	Trả KQ			
x	2536800	mt225	1F, 1R dyeblob	PCR-BD 1F, 1R	20251025_mtDNA_225_8 samples	none	Trả KQ			
x	2536801	mt225	3R, 1F, 1R dyeblob; 1R tín hiệu yếu	PCR-BD 3F, 1F, 1R, R389	20251025_mtDNA_225_8 samples	none	Trả KQ			
x	2536820	mt225	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_225_8 samples	none	Trả KQ			
x	2536848	mt225	3R peak spike	PCR-BD 3F	20251025_mtDNA_225_8 samples	none	Trả KQ			
x	2536859	mt225	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_225_8 samples	73-340 438-573 16024-16365	Trả KQ			
2545889	2545889	mt233	3R nền cao (AC repeat)	PCR-BD 3F, R389	20251025_mtDNA_233_3 samples	none				
2545920	2545920	mt233	2F nền cao	PCR-BD 2F	20251025_mtDNA_233_3 samples	none				
2546007	2546007	mt233	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_233_3 samples	73-340 438-573 16024-16365				
x	2537824	mt232	3R polyAC (AC repeat)	PCR-BD 3F, R389	20251025_mtDNA_232_6 samples	73-340 438-522 16024-16365	Trả KQ			
x	2537841	mt232	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_232_6 samples	73-340 438-573 16024-16365	Trả KQ			
x	2537854	mt232	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_232_6 samples	73-340 438-573 16024-16365	Trả KQ			
x	2537826	mt232	1F dyeblob	PCR-BD 1F	20251025_mtDNA_232_6 samples	none	Trả KQ			
x	2537799	mt232	3R nền cao (AC repeat)	PCR-BD 3F, R389	20251025_mtDNA_232_6 samples	none	Trả KQ			
x	2537837	mt232	1F peak spike, 3R polyAC (AC repeat)	PCR-BD 1F, 3F	20251025_mtDNA_232_6 samples	none	Trả KQ			
x	2549592	mt236	1F nền cao + dyeblob	PCR-BD 1F	20251025_mtDNA_236_7 samples	none	Trả KQ			
x	2549598	mt236	2F nền cao + dyeblob, 3R polyC	PCR-BD 2F, 3F, R389	20251025_mtDNA_236_7 samples	73-340 438-573 16024-16365	Trả KQ			
x	2549608	mt236	3R ngắn	R389	20251025_mtDNA_236_7 samples	none	Trả KQ			
x	2549622	mt236	1F ngắn	PCR-BD 1F	20251025_mtDNA_236_7 samples	none	Trả KQ			
x	2549632	mt236	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_236_7 samples	73-340 438-573 16024-16365	Trả KQ			
x	2549653	mt236	1F nền cao + dyeblob	PCR-BD 1F	20251025_mtDNA_236_7 samples	none	Trả KQ			
x	2549657	mt236	3R nền cao + dyeblob	PCR-BD 3F, R389	20251025_mtDNA_236_7 samples	none	Trả KQ			
x	2536948	mt235	1F dyeblob	PCR-BD 1F	20251025_mtDNA_235_9 samples	none	Trả KQ			
x	2548358	mt235	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_235_9 samples	73-340 438-522 16024-16365	Trả KQ			
x	2548361	mt235	1R nền cao + dyeblob	PCR-BD 1R	20251025_mtDNA_235_9 samples	none	Trả KQ			
x	2548362	mt235	1R nhiễu + dyeblob	PCR-BD 1R	20251025_mtDNA_235_9 samples	none	Trả KQ			
x	2548363	mt235	1R nhiễu	PCR-BD 1R	20251025_mtDNA_235_9 samples	none	Trả KQ			
x	2548395	mt235	3R nhiễu + dyeblob	PCR-BD 3R	20251025_mtDNA_235_9 samples	none	Trả KQ			
x	2548400	mt235	1F dyeblob, 2F nền cao	PCR-BD 1F, 2F	20251025_mtDNA_235_9 samples	none	Trả KQ			
x	2548419	mt235	1F ngắn	PCR-BD 1F	20251025_mtDNA_235_9 samples	none	Trả KQ			
x	2548423	mt235	3R ngắn	PCR-BD 3R	20251025_mtDNA_235_9 samples	none	Trả KQ			
x	2557217	mt238	3R nền cao	PCR-BD 3F, R389	20251025_mtDNA_238_4 samples	none	Trả KQ			
x	2557232	mt238	3R nền cao (AC repeat)	PCR-BD 3F, R389	20251025_mtDNA_238_4 samples	none	Trả KQ			
x	2557499	mt238	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_238_4 samples	73-340 438-573 16024-16365	Trả KQ			
x	2557502	mt238	1R peak shoulder	PCR-BD 1R	20251025_mtDNA_238_4 samples	none	Trả KQ			
x	2555402	mt237	1R peak shoulder	PCR-BD 1R	20251025_mtDNA_237_1 sample	none	Trả KQ			
x	2537915	mt234	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_234_4 sample	73-340 438-573 16024-16365	Trả KQ			
x	2537919	mt234	3R nền cao + dyeblob	PCR-BD 3F, R389	20251025_mtDNA_234_4 sample	none	Trả KQ			
x	2537930	mt234	3R ngắn	R389	20251025_mtDNA_234_4 sample	none	Trả KQ			
